order_id,customer,amount,date,status
ORD-001752,Patricia Smith,1887.06,2024-01-18,shipped
ORD-001753,Thomas Miller,487.84,2024-07-02,pending
ORD-001754,Karen Rodriguez,1133.15,2023-10-19,pending
ORD-001755,Michael Brown,959.02,2024-01-28,cancelled
ORD-001756,Jessica Martinez,1376.89,2023-04-02,pending
ORD-001757,Elizabeth Davis,812.75,2024-10-16,cancelled
ORD-001758,Elizabeth Jones,802.29,2024-07-31,shipped
ORD-001759,Robert Davis,87.34,2023-07-02,delivered
ORD-001760,Robert Jones,622.19,2024-01-27,shipped
ORD-001761,William Garcia,453.33,2024-02-18,pending
ORD-001762,Charles Brown,242.95,2024-09-06,shipped
ORD-001763,Jennifer Williams,575.21,2023-09-21,shipped
ORD-001764,Elizabeth Johnson,1492.33,2024-06-22,pending
ORD-001765,Susan Brown,417.03,2024-11-08,delivered
ORD-001766,David Martinez,963.27,2023-10-21,delivered
ORD-001767,William Johnson,1023.25,2023-06-18,pending
ORD-001768,Linda Brown,452.1,2024-09-04,cancelled
ORD-001769,Elizabeth Garcia,1487.74,2023-01-14,cancelled
ORD-001770,Mary Jones,1692.37,2024-07-28,pending
ORD-001771,Linda Garcia,904.67,2024-01-28,shipped
ORD-001772,Thomas Miller,1637.88,2024-04-07,shipped
ORD-001773,Joseph Miller,1644.48,2024-10-28,delivered
ORD-001774,Joseph Williams,1769.62,2023-05-21,shipped
ORD-001775,Richard Williams,262.77,2024-10-21,pending
ORD-001776,Barbara Davis,781.97,2023-08-19,pending
ORD-001777,Michael Johnson,274.3,2023-10-29,pending
ORD-001778,Michael Williams,113.54,2024-08-21,cancelled
ORD-001779,Joseph Miller,1859.98,2024-07-24,cancelled
ORD-001780,Barbara Davis,754.88,2023-10-25,shipped
ORD-001781,Michael Johnson,454.49,2023-03-29,pending
ORD-001782,John Martinez,483.38,2023-03-09,pending
ORD-001783,Charles Rodriguez,13852.16,2024-10-06,cancelled
ORD-001784,Mary Martinez,1257.68,2024-08-23,cancelled
ORD-001785,Elizabeth Garcia,396.18,2024-06-19,cancelled
ORD-001786,Thomas Garcia,731.94,2023-11-23,delivered
ORD-001787,Mary Martinez,1641.85,2023-11-08,delivered
ORD-001788,Charles Brown,39379.58,2023-08-30,cancelled
ORD-001789,Barbara Garcia,1965.61,2024-08-15,cancelled
ORD-001790,David Brown,1154.6,2024-04-20,shipped
ORD-001791,David Miller,785.91,2024-04-06,cancelled
ORD-001792,Jessica Brown,1468.38,2023-01-04,delivered
ORD-001793,Sarah Brown,1768.45,2023-02-14,shipped
ORD-001794,Jennifer Williams,25.48,2023-05-14,pending
ORD-001795,Linda Rodriguez,985.39,2023-10-25,cancelled
ORD-001796,Karen Brown,43195.9,2024-10-12,pending
ORD-001797,David Martinez,144.55,2024-11-22,delivered
ORD-001798,Robert Jones,432.07,2024-10-03,shipped
ORD-001799,Sarah Rodriguez,650.82,2024-09-28,delivered
ORD-001800,David Rodriguez,1263.48,2023-11-17,delivered
ORD-001801,Jessica Williams,1918.45,2024-05-12,shipped
ORD-001802,Richard Garcia,1683.62,2024-04-15,pending
ORD-001803,Charles Garcia,896.02,2023-03-21,pending
ORD-001804,Michael Jones,686.2,2023-01-29,delivered
ORD-001805,Elizabeth Garcia,1626.8,2023-11-06,delivered
ORD-001806,Thomas Garcia,1290.16,2023-10-10,pending
ORD-001807,Mary Smith,1726.74,2023-09-26,cancelled
ORD-001808,Elizabeth Williams,1831.25,2023-05-29,delivered
ORD-001809,Mary Miller,1583.94,2024-04-15,cancelled
ORD-001810,Karen Smith,578.96,2023-09-26,cancelled
ORD-001811,Thomas Martinez,947.96,2023-10-23,delivered
ORD-001812,Elizabeth Garcia,1683.73,2024-04-18,shipped
ORD-001813,William Johnson,1590.22,2023-11-25,cancelled
ORD-001814,Barbara Brown,465.68,2023-07-15,shipped
ORD-001815,David Jones,1713.94,2023-10-07,pending
ORD-001816,Sarah Williams,1025.48,2023-09-25,cancelled
ORD-001817,Barbara Smith,90.37,2023-04-01,pending
ORD-001818,Mary Jones,75.33,2024-04-25,cancelled
ORD-001819,Charles Brown,1711.15,2023-12-31,delivered
ORD-001820,Charles Williams,1086.91,2023-03-03,cancelled
ORD-001821,David Garcia,1675.15,2023-11-01,delivered
ORD-001822,Elizabeth Garcia,285.37,2024-06-12,cancelled
ORD-001823,Linda Davis,1067.41,2023-05-11,cancelled
ORD-001824,Karen Williams,370.87,2023-07-22,delivered
ORD-001825,Barbara Garcia,434.22,2023-10-09,cancelled
ORD-001826,Robert Williams,1897.67,2024-02-04,pending
ORD-001827,Charles Davis,771.87,2023-03-07,delivered
ORD-001828,John Jones,671.53,2023-09-30,cancelled
ORD-001829,Charles Jones,108.48,2023-05-17,shipped
ORD-001830,Susan Johnson,1344.62,2024-03-26,shipped
ORD-001831,Jennifer Rodriguez,1560.76,2024-06-11,delivered
ORD-001832,Charles Davis,1768.63,2023-11-09,cancelled
ORD-001833,Mary Johnson,1393.95,2024-02-11,delivered
ORD-001834,Sarah Miller,1760.47,2023-03-26,cancelled
ORD-001835,Karen Rodriguez,421.83,2024-01-15,delivered
ORD-001836,Joseph Davis,1530.47,2024-01-22,cancelled
ORD-001837,William Rodriguez,439.09,2023-09-24,cancelled
ORD-001838,David Martinez,519.7,2023-05-18,cancelled
ORD-001839,Elizabeth Martinez,60.23,2024-09-12,delivered
ORD-001840,Karen Smith,1728.72,2023-06-24,shipped
ORD-001841,Jessica Miller,333.64,2023-09-12,shipped
ORD-001842,Jessica Martinez,1658.8,2023-12-30,delivered
ORD-001843,Jennifer Garcia,655.36,2024-10-13,cancelled
ORD-001844,Robert Johnson,1892.41,2023-12-13,pending
ORD-001845,Susan Davis,14686.03,2023-02-27,shipped
ORD-001846,Barbara Davis,379.64,2023-06-14,cancelled
ORD-001847,Barbara Martinez,280.05,2024-10-02,delivered
ORD-001848,Jennifer Martinez,1724.63,2024-04-20,shipped
ORD-001849,Jennifer Garcia,1381.98,2023-03-22,cancelled
ORD-001850,Jennifer Rodriguez,342.19,2023-06-21,cancelled
ORD-001851,Sarah Johnson,25866.23,2023-08-13,cancelled
ORD-001852,Robert Martinez,518.81,2023-07-24,shipped
ORD-001853,Robert Jones,1430.52,2024-02-12,delivered
ORD-001854,Elizabeth Smith,1043.51,2024-06-10,delivered
ORD-001855,Sarah Rodriguez,1731.63,2024-03-26,pending
ORD-001856,Sarah Johnson,1225.33,2024-03-02,delivered
ORD-001857,Sarah Williams,1236.91,2023-02-13,cancelled
ORD-001858,Joseph Smith,43.25,2023-12-08,cancelled
ORD-001859,Susan Jones,1181.95,2023-12-15,pending
ORD-001860,Richard Garcia,802.86,2023-06-26,delivered
ORD-001861,David Davis,403.93,2024-06-14,cancelled
ORD-001862,Elizabeth Smith,1489.03,2024-01-13,delivered
ORD-001863,Sarah Martinez,578.44,2023-01-28,shipped
ORD-001864,Thomas Johnson,496.19,2023-12-13,pending
ORD-001865,Sarah Davis,372.63,2023-11-07,pending
ORD-001866,Robert Smith,1310.53,2023-07-16,shipped
ORD-001867,Jennifer Brown,981.15,2023-09-13,shipped
ORD-001868,Mary Rodriguez,1220.48,2024-02-20,pending
ORD-001869,Barbara Jones,1406.31,2024-07-16,pending
ORD-001870,James Garcia,883.88,2023-07-03,pending
ORD-001871,Karen Garcia,53.84,2023-02-14,delivered
ORD-001872,James Williams,1038.09,2024-11-07,shipped
ORD-001873,Susan Brown,1478.38,2023-08-12,pending
ORD-001874,Barbara Garcia,1002.14,2023-07-23,delivered
ORD-001875,Barbara Miller,1801.54,2024-09-30,delivered
ORD-001876,John Miller,1434.14,2023-03-27,shipped
ORD-001877,Linda Smith,1309.38,2024-11-29,shipped
ORD-001878,Mary Davis,1325.93,2023-02-17,pending
ORD-001879,Sarah Williams,692.04,2023-05-28,delivered
ORD-001880,James Miller,813.31,2024-10-05,pending
ORD-001881,Linda Miller,1839.79,2023-04-11,pending
ORD-001882,Thomas Miller,1865.73,2023-01-09,delivered
ORD-001883,James Garcia,1309.18,2024-02-25,pending
ORD-001884,Robert Garcia,1284.56,2023-10-15,cancelled
ORD-001885,David Garcia,220.42,2023-01-21,shipped
ORD-001886,Michael Jones,1341.46,2023-12-15,cancelled
ORD-001887,John Martinez,919.3,2024-04-02,pending
ORD-001888,Mary Williams,1026.79,2024-11-04,shipped
ORD-001889,Mary Davis,549.54,2023-01-08,cancelled
ORD-001890,Elizabeth Jones,1197.53,2023-05-11,cancelled
ORD-001891,Richard Davis,87.08,2024-01-18,cancelled
ORD-001892,Sarah Jones,747.29,2023-06-20,cancelled
ORD-001893,Thomas Davis,460.82,2024-03-31,pending
ORD-001894,Karen Miller,562.1,2023-08-28,shipped
ORD-001895,Elizabeth Williams,1819.37,2024-11-11,delivered
ORD-001896,Jessica Martinez,110.64,2024-12-01,delivered
ORD-001897,David Williams,1131.32,2023-08-19,delivered
ORD-001898,Elizabeth Garcia,1771.01,2023-06-23,cancelled
ORD-001899,Patricia Martinez,1645.82,2023-04-19,delivered
ORD-001900,Robert Johnson,674.66,2023-10-21,delivered
ORD-001901,Mary Jones,1732.09,2023-02-15,pending
ORD-001902,Jessica Johnson,1358.36,2023-02-11,delivered
ORD-001903,Thomas Rodriguez,1453.74,2024-07-07,cancelled
ORD-001904,Richard Garcia,1602.49,2024-04-02,pending
ORD-001905,William Brown,572.76,2024-05-03,delivered
ORD-001906,Linda Davis,1013.45,2023-04-02,shipped
ORD-001907,Michael Jones,157.51,2023-06-17,pending
ORD-001908,Sarah Johnson,1036.4,2023-01-18,pending
ORD-001909,Charles Martinez,1229.07,2023-02-11,shipped
ORD-001910,Jessica Garcia,280.16,2024-01-31,delivered
ORD-001911,Thomas Miller,612.22,2023-12-27,shipped
ORD-001912,David Garcia,1668.0,2023-08-23,cancelled
ORD-001913,Joseph Martinez,1844.25,2023-12-19,delivered
ORD-001914,Karen Garcia,1034.29,2024-07-07,pending
ORD-001915,David Williams,299.72,2023-05-07,cancelled
ORD-001916,Karen Johnson,227.98,2023-12-28,pending
ORD-001917,Susan Rodriguez,307.01,2023-05-11,delivered
ORD-001918,Charles Jones,1854.4,2023-10-06,pending
ORD-001919,Charles Davis,1859.76,2024-04-07,delivered
ORD-001920,Linda Johnson,1784.85,2023-04-14,delivered
ORD-001921,Linda Rodriguez,1054.26,2023-09-07,cancelled
ORD-001922,Karen Jones,957.39,2023-05-04,shipped
ORD-001923,Patricia Johnson,37.28,2023-03-01,cancelled
ORD-001924,Joseph Jones,577.85,2023-12-01,delivered
ORD-001925,Michael Rodriguez,1096.89,2024-07-19,delivered
ORD-001926,Patricia Johnson,1712.27,2023-04-26,cancelled
ORD-001927,David Garcia,1799.86,2024-05-26,shipped
ORD-001928,Jennifer Brown,990.67,2024-07-31,cancelled
ORD-001929,Robert Brown,21.7,2023-12-24,delivered
ORD-001930,John Miller,663.25,2024-11-05,pending
ORD-001931,Sarah Jones,400.85,2023-09-27,cancelled
ORD-001932,Susan Martinez,344.42,2023-07-23,pending
ORD-001933,Karen Smith,1174.38,2023-01-03,cancelled
ORD-001934,Mary Jones,123.6,2023-03-30,shipped
ORD-001935,Patricia Garcia,410.43,2023-02-22,pending
ORD-001936,Charles Smith,682.14,2023-12-08,cancelled
ORD-001937,John Martinez,434.03,2024-08-19,pending
ORD-001938,Thomas Rodriguez,1519.41,2024-01-15,delivered
ORD-001939,Patricia Brown,92.76,2023-10-14,pending
ORD-001940,John Williams,1456.52,2024-11-14,pending
ORD-001941,Charles Jones,1814.34,2024-10-31,pending
ORD-001942,Linda Garcia,1272.57,2024-07-24,delivered
ORD-001943,Patricia Davis,1767.28,2024-09-23,delivered
ORD-001944,Jessica Martinez,1095.58,2023-07-08,pending
ORD-001945,Charles Rodriguez,348.95,2024-11-12,pending
ORD-001946,Sarah Garcia,1039.11,2023-05-16,shipped
ORD-001947,Michael Martinez,932.2,2024-10-16,cancelled
ORD-001948,John Smith,1861.97,2023-04-09,cancelled
ORD-001949,Michael Miller,1250.71,2023-06-02,pending
ORD-001950,Charles Smith,144.04,2023-08-10,shipped
ORD-001951,Richard Garcia,1945.3,2024-04-01,shipped
ORD-001952,Michael Miller,316.87,2023-09-18,cancelled
ORD-001953,Jessica Smith,338.69,2023-08-03,delivered
ORD-001954,Linda Martinez,114.71,2023-05-05,delivered
ORD-001955,Patricia Williams,1755.21,2024-01-23,pending
ORD-001956,Jessica Jones,859.86,2024-08-17,pending
ORD-001957,Susan Martinez,1650.07,2023-07-03,shipped
ORD-001958,Barbara Jones,1192.71,2024-04-05,delivered
ORD-001959,Michael Miller,66.9,2024-04-11,pending
ORD-001960,Elizabeth Jones,58.27,2024-03-08,shipped
ORD-001961,Sarah Rodriguez,1653.76,2024-02-01,delivered
ORD-001962,Charles Garcia,311.62,2023-01-29,shipped
ORD-001963,Elizabeth Williams,1942.97,2024-03-21,shipped
ORD-001964,Jennifer Johnson,90.84,2023-12-11,pending
ORD-001965,Susan Williams,1869.86,2024-01-22,delivered
ORD-001966,David Miller,852.8,2024-09-04,delivered
ORD-001967,Thomas Johnson,1511.6,2024-11-04,delivered
ORD-001968,William Davis,502.77,2024-11-22,cancelled
ORD-001969,David Jones,1898.18,2023-08-06,shipped
ORD-001970,Richard Davis,1386.26,2023-09-03,shipped
ORD-001971,James Johnson,66.6,2023-01-16,shipped
ORD-001972,John Rodriguez,1883.71,2024-08-17,cancelled
ORD-001973,Barbara Williams,404.22,2023-06-12,shipped
ORD-001974,Patricia Garcia,256.7,2023-07-04,pending
ORD-001975,Barbara Smith,991.23,2024-02-06,delivered
ORD-001976,Linda Williams,17850.52,2023-02-21,shipped
ORD-001977,Karen Williams,417.94,2024-06-14,pending
ORD-001978,Linda Garcia,780.42,2023-04-29,pending
ORD-001979,John Johnson,612.63,2024-09-08,shipped
ORD-001980,James Brown,1496.84,2024-06-26,cancelled
ORD-001981,Richard Davis,196.81,2024-03-29,pending
ORD-001982,Patricia Martinez,1394.86,2024-02-09,pending
ORD-001983,Patricia Smith,1044.22,2023-04-17,pending
ORD-001984,Michael Brown,1426.39,2023-04-10,shipped
ORD-001985,Robert Martinez,1626.37,2023-03-08,delivered
ORD-001986,David Miller,225.0,2024-05-06,shipped
ORD-001987,James Johnson,1325.03,2024-09-02,cancelled
ORD-001988,Jessica Smith,11342.3,2023-03-28,shipped
ORD-001989,Jessica Jones,1835.04,2023-04-15,delivered
ORD-001990,David Rodriguez,1458.63,2023-10-21,cancelled
ORD-001991,Joseph Martinez,468.48,2023-03-07,delivered
ORD-001992,Joseph Brown,174.77,2024-11-08,cancelled
ORD-001993,Patricia Johnson,791.86,2024-01-06,pending
ORD-001994,Thomas Miller,1823.21,2024-07-17,pending
ORD-001995,Charles Miller,1101.01,2024-09-28,pending
ORD-001996,Barbara Brown,1441.88,2023-06-17,shipped
ORD-001997,Jennifer Garcia,38.03,2023-02-09,shipped
ORD-001998,Susan Johnson,1776.85,2023-09-12,delivered
ORD-001999,Barbara Jones,1693.53,2024-02-29,cancelled
ORD-002000,Joseph Jones,889.03,2024-08-20,shipped
ORD-002001,David Martinez,1305.56,2023-12-14,pending
ORD-002002,Charles Davis,1751.42,2024-10-16,delivered
ORD-002003,Sarah Williams,188.41,2024-03-02,delivered
ORD-002004,David Rodriguez,757.84,2024-05-26,cancelled
ORD-002005,Linda Martinez,368.53,2023-06-15,shipped
ORD-002006,Robert Johnson,1357.94,2024-01-10,shipped
ORD-002007,Patricia Rodriguez,872.02,2024-03-27,cancelled
ORD-002008,Elizabeth Brown,1749.43,2024-06-01,delivered
ORD-002009,David Rodriguez,1423.68,2024-01-08,shipped
ORD-002010,Jessica Smith,315.66,2024-01-27,shipped
ORD-002011,Thomas Brown,1629.35,2024-05-28,delivered
ORD-002012,Jessica Martinez,721.25,2024-04-22,shipped
ORD-002013,Jennifer Garcia,374.6,2023-08-09,cancelled
ORD-002014,Charles Smith,655.4,2023-10-20,pending
ORD-002015,Jessica Garcia,321.84,2024-10-14,shipped
ORD-002016,William Miller,761.79,2023-07-09,delivered
ORD-002017,Susan Brown,860.32,2023-09-23,shipped
ORD-002018,Jessica Miller,1480.47,2023-11-11,pending
ORD-002019,Elizabeth Jones,376.95,2024-06-23,delivered
ORD-002020,Jessica Johnson,815.41,2023-03-10,cancelled
ORD-002021,Richard Rodriguez,123.47,2023-07-09,delivered
ORD-002022,John Williams,1591.18,2023-06-16,cancelled
ORD-002023,Michael Miller,738.71,2024-03-18,cancelled
ORD-002024,Patricia Davis,1354.46,2024-07-29,pending
ORD-002025,Linda Brown,1204.84,2023-09-05,delivered
ORD-002026,Susan Martinez,1148.99,2023-07-09,cancelled
ORD-002027,Michael Martinez,1102.71,2024-04-29,delivered
ORD-002028,Patricia Davis,565.3,2023-10-20,pending
ORD-002029,Michael Rodriguez,1478.56,2024-10-13,cancelled
ORD-002030,Richard Jones,208.2,2023-01-28,cancelled
ORD-002031,Michael Garcia,1117.83,2024-02-10,cancelled
ORD-002032,Jessica Miller,1099.78,2024-03-18,pending
ORD-002033,Patricia Rodriguez,737.74,2024-11-06,shipped
ORD-002034,Michael Johnson,1905.86,2023-03-05,shipped
ORD-002035,Richard Jones,973.8,2024-10-02,cancelled
ORD-002036,Patricia Williams,586.03,2023-04-07,pending
ORD-002037,Sarah Johnson,665.55,2024-03-09,cancelled
ORD-002038,Mary Davis,1295.71,2024-03-09,pending
ORD-002039,Thomas Rodriguez,991.59,2023-06-04,shipped
ORD-002040,David Davis,1170.4,2023-03-11,delivered
ORD-002041,Linda Miller,1948.42,2023-12-22,delivered
ORD-002042,Susan Martinez,1721.83,2023-03-31,pending
ORD-002043,Jennifer Brown,601.88,2024-02-08,shipped
ORD-002044,Susan Davis,1431.91,2023-02-20,delivered
ORD-002045,Michael Williams,844.08,2023-11-10,pending
ORD-002046,Elizabeth Garcia,1316.47,2024-06-02,delivered
ORD-002047,Charles Martinez,973.13,2024-07-07,shipped
ORD-002048,Jennifer Rodriguez,1934.36,2024-11-12,delivered
ORD-002049,James Williams,1084.76,2024-02-25,delivered
ORD-002050,James Davis,1581.68,2023-05-29,cancelled
ORD-002051,Patricia Martinez,1257.33,2023-09-11,delivered
ORD-002052,Jennifer Martinez,696.88,2024-09-23,delivered
ORD-002053,Richard Williams,568.45,2023-08-08,shipped
ORD-002054,James Davis,771.97,2024-11-28,cancelled
ORD-002055,Susan Rodriguez,680.88,2024-03-16,shipped
ORD-002056,Jessica Williams,5488.32,2023-07-26,shipped
ORD-002057,Michael Brown,34.07,2023-09-14,pending
ORD-002058,Karen Garcia,833.08,2024-08-04,pending
ORD-002059,Sarah Smith,754.35,2023-11-13,shipped
ORD-002060,Thomas Jones,1916.06,2023-03-20,shipped
ORD-002061,Michael Jones,1313.02,2023-04-23,delivered
ORD-002062,Richard Smith,734.85,2023-04-11,delivered
ORD-002063,Barbara Rodriguez,32024.94,2023-05-20,cancelled
ORD-002064,William Smith,848.76,2024-01-23,delivered
ORD-002065,Patricia Williams,112.6,2024-01-27,pending
ORD-002066,Linda Martinez,417.13,2023-10-07,pending
ORD-002067,Mary Brown,383.1,2024-11-18,cancelled
ORD-002068,Michael Miller,1766.54,2023-03-05,delivered
ORD-002069,Joseph Martinez,1849.28,2024-03-08,delivered
ORD-002070,Mary Garcia,1363.84,2023-03-18,pending
ORD-002071,James Miller,1468.77,2023-10-09,delivered
ORD-002072,James Johnson,564.35,2024-04-09,pending
ORD-002073,William Jones,1390.38,2023-03-26,shipped
ORD-002074,Richard Jones,1797.75,2024-03-25,pending
ORD-002075,Robert Williams,1536.62,2024-06-27,delivered
ORD-002076,Michael Miller,1287.19,2023-02-01,shipped
ORD-002077,Mary Martinez,1501.39,2024-02-08,cancelled
ORD-002078,Patricia Rodriguez,1143.3,2023-05-31,shipped
ORD-002079,Charles Davis,1575.23,2024-02-12,shipped
ORD-002080,Barbara Miller,1360.77,2024-10-30,shipped
ORD-002081,Sarah Miller,659.44,2024-04-15,delivered
ORD-002082,James Smith,670.02,2024-06-11,shipped
ORD-002083,Patricia Davis,640.46,2023-07-19,delivered
ORD-002084,Karen Brown,266.03,2023-11-25,cancelled
ORD-002085,Mary Johnson,519.0,2023-09-19,delivered
ORD-002086,Robert Smith,1005.45,2023-04-26,pending
ORD-002087,Thomas Garcia,232.11,2023-07-25,cancelled
ORD-002088,Sarah Davis,1022.08,2024-07-11,shipped
ORD-002089,Patricia Jones,457.06,2023-06-28,delivered
ORD-002090,Michael Brown,1973.9,2023-07-04,delivered
ORD-002091,Sarah Smith,307.05,2024-02-06,delivered
ORD-002092,Jennifer Davis,1963.84,2024-07-17,delivered
ORD-002093,Jennifer Miller,1516.79,2024-03-07,delivered
ORD-002094,Michael Smith,505.22,2024-01-11,pending
ORD-002095,James Miller,514.72,2023-10-02,delivered
ORD-002096,Barbara Brown,1889.49,2023-02-05,delivered
ORD-002097,Charles Rodriguez,715.24,2024-05-19,shipped
ORD-002098,Thomas Johnson,180.51,2024-01-28,delivered
ORD-002099,Barbara Smith,1346.04,2024-01-01,shipped
ORD-002100,Mary Garcia,1936.64,2024-02-07,cancelled
ORD-002101,Barbara Martinez,858.42,2024-04-20,pending
ORD-002102,Linda Martinez,1428.18,2023-02-15,shipped
ORD-002103,Robert Rodriguez,1190.27,2023-12-21,pending
ORD-002104,Mary Smith,956.53,2023-09-18,shipped
ORD-002105,Joseph Martinez,1970.57,2024-02-01,pending
ORD-002106,Robert Martinez,146.1,2023-04-22,shipped
ORD-002107,Elizabeth Johnson,508.79,2023-03-01,delivered
ORD-002108,Elizabeth Jones,1565.59,2023-02-28,cancelled
ORD-002109,Linda Brown,1571.74,2024-09-21,delivered
ORD-002110,Karen Jones,657.97,2024-02-03,pending
ORD-002111,John Smith,834.79,2024-06-28,delivered
ORD-002112,Michael Jones,1364.94,2024-10-20,shipped
ORD-002113,Susan Williams,949.41,2023-12-10,shipped
ORD-002114,Richard Davis,931.18,2023-02-24,shipped
ORD-002115,Michael Martinez,348.66,2024-05-22,delivered
ORD-002116,Susan Miller,1996.3,2024-01-20,delivered
ORD-002117,Charles Davis,993.39,2023-03-05,cancelled
ORD-002118,John Smith,804.64,2024-07-24,delivered
ORD-002119,Linda Davis,1646.15,2023-06-02,shipped
ORD-002120,Sarah Brown,155.07,2023-02-09,delivered
ORD-002121,Robert Garcia,1260.51,2023-04-10,shipped
ORD-002122,Linda Johnson,790.39,2023-01-21,shipped
ORD-002123,Barbara Brown,1898.21,2024-08-27,pending
ORD-002124,Jennifer Johnson,990.19,2024-01-11,cancelled
ORD-002125,Elizabeth Brown,731.04,2024-01-21,shipped
ORD-002126,Patricia Jones,412.04,2024-08-24,cancelled
ORD-002127,Charles Williams,882.43,2024-04-06,shipped
ORD-002128,Richard Williams,410.25,2023-05-04,delivered
ORD-002129,David Johnson,471.38,2023-08-03,delivered
ORD-002130,Joseph Johnson,812.1,2023-07-29,pending
ORD-002131,Sarah Rodriguez,94.5,2023-02-08,shipped
ORD-002132,Susan Garcia,719.03,2023-07-11,shipped
ORD-002133,Barbara Garcia,721.93,2024-09-11,delivered
ORD-002134,William Miller,1399.55,2024-05-02,pending
ORD-002135,William Smith,1622.6,2023-01-19,delivered
ORD-002136,Mary Brown,18.73,2024-07-09,shipped
ORD-002137,James Davis,1507.46,2023-08-24,cancelled
ORD-002138,Karen Garcia,10417.86,2023-02-22,shipped
ORD-002139,Mary Garcia,1777.31,2024-02-19,shipped
ORD-002140,Linda Rodriguez,1284.67,2023-10-15,cancelled
ORD-002141,Michael Rodriguez,1500.76,2023-08-05,cancelled
ORD-002142,Karen Smith,42645.19,2023-05-13,cancelled
ORD-002143,James Smith,774.63,2023-02-15,cancelled
ORD-002144,Thomas Martinez,69.99,2024-08-20,delivered
ORD-002145,Jessica Smith,795.33,2023-02-07,pending
ORD-002146,Karen Rodriguez,1924.34,2024-08-14,pending
ORD-002147,Robert Williams,1134.98,2024-04-28,shipped
ORD-002148,John Brown,804.26,2024-03-26,delivered
ORD-002149,Jennifer Jones,503.81,2024-01-05,shipped
ORD-002150,Richard Miller,744.38,2024-08-20,delivered
ORD-002151,Michael Jones,876.14,2024-11-02,pending
ORD-002152,Thomas Smith,1149.63,2023-08-24,pending
ORD-002153,Karen Johnson,1864.0,2024-09-17,cancelled
ORD-002154,James Davis,34201.23,2024-08-02,shipped
ORD-002155,Joseph Johnson,1556.05,2023-02-01,pending
ORD-002156,Barbara Jones,315.98,2024-09-22,shipped
ORD-002157,Linda Martinez,1782.04,2023-06-17,shipped
ORD-002158,Joseph Martinez,462.29,2023-09-04,delivered
ORD-002159,Susan Williams,683.06,2023-08-19,delivered
ORD-002160,Michael Garcia,13581.38,2023-01-06,cancelled
ORD-002161,John Garcia,283.04,2024-01-15,delivered
ORD-002162,John Williams,1801.93,2024-01-01,cancelled
ORD-002163,Elizabeth Garcia,1438.22,2023-08-07,shipped
ORD-002164,Jessica Martinez,1510.7,2023-01-01,cancelled
ORD-002165,Michael Brown,1760.7,2023-12-02,pending
ORD-002166,William Brown,34760.44,2024-07-24,pending
ORD-002167,Sarah Davis,1890.67,2023-10-06,delivered
ORD-002168,Thomas Johnson,71.38,2023-09-21,cancelled
ORD-002169,Patricia Rodriguez,1057.16,2023-11-16,pending
ORD-002170,David Jones,383.53,2023-08-27,shipped
ORD-002171,Richard Johnson,73.3,2023-12-12,delivered
ORD-002172,Karen Rodriguez,1413.93,2023-11-03,pending
ORD-002173,Robert Garcia,891.91,2023-03-01,pending
ORD-002174,Jessica Martinez,1245.79,2023-08-11,cancelled
ORD-002175,Susan Davis,994.56,2024-03-22,delivered
ORD-002176,James Jones,753.45,2023-07-29,cancelled
ORD-002177,Barbara Rodriguez,1928.98,2023-10-12,cancelled
ORD-002178,Karen Brown,1562.25,2023-12-14,shipped
ORD-002179,Sarah Johnson,1754.47,2024-09-02,delivered
ORD-002180,John Williams,660.57,2023-05-25,cancelled
ORD-002181,Patricia Miller,1611.89,2023-09-22,cancelled
ORD-002182,John Davis,149.65,2024-08-24,cancelled
ORD-002183,Thomas Miller,45.03,2024-02-15,shipped
ORD-002184,Susan Jones,1323.75,2023-02-10,pending
ORD-002185,Mary Martinez,1092.58,2024-05-19,pending
ORD-002186,Michael Williams,372.12,2024-06-20,shipped
ORD-002187,Sarah Williams,766.88,2023-03-01,delivered
ORD-002188,John Davis,853.28,2024-09-25,shipped
ORD-002189,Patricia Garcia,743.51,2024-11-19,delivered
ORD-002190,Susan Martinez,393.95,2024-11-29,delivered
ORD-002191,Sarah Davis,1795.6,2023-12-23,cancelled
ORD-002192,Robert Miller,9501.09,2024-11-07,shipped
ORD-002193,Jessica Brown,1283.32,2024-08-31,delivered
ORD-002194,James Davis,1051.69,2024-05-10,cancelled
ORD-002195,Sarah Garcia,1417.47,2023-02-20,pending
ORD-002196,Susan Smith,517.71,2023-09-10,shipped
ORD-002197,Joseph Smith,1558.21,2024-01-31,cancelled
ORD-002198,Linda Williams,1742.64,2024-01-29,shipped
ORD-002199,Richard Smith,49.02,2023-07-29,cancelled
ORD-002200,Elizabeth Davis,29.57,2024-11-13,pending
ORD-002201,Richard Brown,783.71,2024-01-04,delivered
ORD-002202,Richard Smith,487.1,2023-12-08,pending
ORD-002203,Mary Jones,771.59,2023-11-05,shipped
ORD-002204,David Martinez,1352.88,2023-06-06,cancelled
ORD-002205,James Miller,1421.53,2024-08-13,pending
ORD-002206,Joseph Brown,1568.46,2024-08-03,shipped
ORD-002207,Jessica Rodriguez,1772.18,2024-01-26,delivered
ORD-002208,Karen Rodriguez,1093.57,2023-02-20,cancelled
ORD-002209,William Rodriguez,1925.06,2023-11-19,shipped
ORD-002210,Michael Jones,11.71,2024-02-04,cancelled
ORD-002211,John Martinez,762.44,2023-01-25,shipped
